Original,Candidate,Edit_Distance,Is_Original_Synonym
Adria,Adrie,1,0
Adria,Adrio,1,0
Adria,Audria,1,0
Adria,Aadra,2,0
Adria,Adair,2,0
Adriaan,Adraan,1,0
Adriaan,Adriaana,1,0
Adriaan,Adriaans,1,0
Adriaan,Adriaanz,1,0
Adriaan,Adriaen,1,0
Adriaan,Adriain,1,0
Adriaan,Adrian,1,0
Adriaan,Adriann,1,0
Adriaan,Adrieaan,1,0
Adriaan,Adriean,1,0
Adrian,Aadrian,1,0
Adrian,Aderian,1,0
Adrian,Adorian,1,0
Adrian,Adraan,1,0
Adrian,Adran,1,0
Adrian,Adrean,1,0
Adrian,Adreian,1,0
Adrian,Adriaan,1,0
Adrian,Adriaen,1,0
Adrian,Adriain,1,0
Adriana,Addriana,1,0
Adriana,Adrana,1,0
Adriana,Adriaana,1,0
Adriana,Adrian,1,0
Adriana,Adriane,1,0
Adriana,Adriani,1,0
Adriana,Adriann,1,0
Adriana,Adrianna,1,1
Adriana,Adriano,1,0
Adriana,Adrians,1,0
Adrianna,Adriaana,1,0
Adrianna,Adriana,1,1
Adrianna,Adriann,1,0
Adrianna,Adriannah,1,0
Adrianna,Adrianne,1,1
Adrianna,Adrianns,1,0
Adrianna,Adrieanna,1,0
Adrianna,Adrienna,1,0
Adrianna,Addranna,2,0
Adrianna,Addriana,2,0
Adrianne,Adriance,1,0
Adrianne,Adriane,1,0
Adrianne,Adriann,1,0
Adrianne,Adrianna,1,1
Adrianne,Adrianns,1,0
Adrianne,Adrianse,1,0
Adrianne,Adrienne,1,0
Adrianne,Adrinne,1,0
Adrianne,Audrianne,1,0
Adrianne,Adrainne,2,0
Adrianus,Addrianus,1,0
Adrianus,Adranus,1,0
Adrianus,Adreanus,1,0
Adrianus,Adriaanus,1,0
Adrianus,Adriaenus,1,0
Adrianus,Adrianaus,1,0
Adrianus,Adrianes,1,0
Adrianus,Adrianis,1,0
Adrianus,Adrianns,1,0
Adrianus,Adriannus,1,0
Adriene,Adrene,1,0
Adriene,Adriane,1,0
Adriene,Adrien,1,0
Adriene,Adriena,1,0
Adriene,Adrienn,1,0
Adriene,Adrienne,1,0
Adriene,Adriens,1,0
Adriene,Adrine,1,0
Adriene,Adrinne,1,0
Adriene,Adarene,2,0
Aengus,Aingus,1,0
Aengus,Angus,1,0
Aengus,Aongus,1,0
Aengus,Ancus,2,0
Aengus,Angas,2,0
Aengus,Anges,2,0
Aengus,Angis,2,0
Aengus,Angos,2,0
Aengus,Angust,2,0
Aengus,Aonghus,2,1
Afia,Abia,1,0
Afia,Afa,1,0
Afia,Affa,1,0
Afia,Affia,1,0
Afia,Afi,1,0
Afia,Afie,1,0
Afia,Afua,1,1
Afia,Apia,1,0
Afia,Avia,1,0
Afia,Aafa,2,0
Afua,Afa,1,0
Afua,Affa,1,0
Afua,Afia,1,1
Afua,Aafa,2,0
Afua,Aba,2,0
Afua,Abba,2,0
Afua,Abea,2,0
Afua,Abha,2,0
Afua,Abia,2,0
Afua,Abu,2,0
Agata,Agada,1,0
Agata,Agat,1,0
Agata,Agate,1,0
Agata,Agath,1,0
Agata,Agatha,1,0
Agata,Agatia,1,0
Agata,Agato,1,0
Agata,Agota,1,0
Agata,Agsta,1,0
Agata,Agta,1,0
Agatha,Aagatha,1,0
Agatha,Agata,1,0
Agatha,Agath,1,0
Agatha,Agathae,1,0
Agatha,Agathe,1,1
Agatha,Agathia,1,0
Agatha,Agatho,1,0
Agatha,Agathy,1,0
Agatha,Agatia,1,0
Agatha,Agetha,1,0
Agathe,Aagathe,1,0
Agathe,Agaathe,1,0
Agathe,Agate,1,0
Agathe,Agath,1,0
Agathe,Agatha,1,1
Agathe,Agathae,1,0
Agathe,Agathey,1,0
Agathe,Agatho,1,0
Agathe,Agathoe,1,0
Agathe,Agathy,1,0
Agda,Acda,1,0
Agda,Agada,1,0
Agda,Ageda,1,0
Agda,Agida,1,0
Agda,Agta,1,0
Agda,Aigda,1,0
Agda,Ajda,1,0
Agda,Acd,2,0
Agda,Acta,2,0
Agda,Aegida,2,0
Aggie,Aagie,1,0
Aggie,Aegie,1,0
Aggie,Agge,1,0
Aggie,Aggee,1,0
Aggie,Agie,1,0
Aggie,Auggie,1,0
Aggie,Augie,1,0
Aggie,Aage,2,0
Aggie,Aagje,2,0
Aggie,Accie,2,0
Agi,Ag,1,0
Agi,Aga,1,0
Agi,Age,1,0
Agi,Agh,1,0
Agi,Agia,1,0
Agi,Agie,1,0
Agi,Ago,1,0
Agi,Agw,1,0
Agi,Agy,1,0
Agi,Aigi,1,0
Agnes,Aganes,1,0
Agnes,Agenes,1,0
Agnes,Aggnes,1,0
Agnes,Aghnes,1,0
Agnes,Agmes,1,0
Agnes,Agnaes,1,0
Agnes,Agnas,1,0
Agnes,Agneas,1,0
Agnes,Agnees,1,0
Agnes,Agneis,1,0
Agneta,Aganeta,1,0
Agneta,Ageneta,1,0
Agneta,Agnata,1,0
Agneta,Agneeta,1,0
Agneta,Agnet,1,0
Agneta,Agnetae,1,0
Agneta,Agnete,1,0
Agneta,Agneth,1,0
Agneta,Agnetha,1,1
Agneta,Agnets,1,0
Agnete,Aganete,1,0
Agnete,Agnate,1,0
Agnete,Agneete,1,0
Agnete,Agnet,1,0
Agnete,Agneta,1,0
Agnete,Agnetae,1,0
Agnete,Agneth,1,0
Agnete,Agnethe,1,1
Agnete,Agnetie,1,0
Agnete,Agnetje,1,0
Agnetha,Aganetha,1,0
Agnetha,Agenetha,1,0
Agnetha,Agneta,1,1
Agnetha,Agneth,1,0
Agnetha,Agnethe,1,1
Agnetha,Agnetta,1,0
Agnetha,Agnietha,1,0
Agnetha,Agnitha,1,0
Agnetha,Aganatha,2,0
Agnetha,Aganeta,2,0
Agnethe,Agenethe,1,0
Agnethe,Agnetae,1,0
Agnethe,Agnete,1,1
Agnethe,Agneth,1,0
Agnethe,Agnetha,1,1
Agnethe,Agnetie,1,0
Agnethe,Agnetje,1,0
Agnethe,Agnette,1,0
Agnethe,Aganete,2,0
Agnethe,Aganetha,2,0
Agneza,Agneka,1,0
Agneza,Agnesa,1,0
Agneza,Agnez,1,0
Agneza,Agnezka,1,0
Agneza,Agneas,2,0
Agneza,Agnees,2,0
Agneza,Agneis,2,0
Agneza,Agnes,2,0
Agneza,Agnese,2,0
Agneza,Agnesia,2,0
Agnieszka,Agneszka,1,0
Agnieszka,Agnieska,1,0
Agnieszka,Agnieszki,1,0
Agnieszka,Agnieszska,1,0
Agnieszka,Agniezka,1,0
Agnieszka,Agniszka,1,0
Agnieszka,Agneska,2,0
Agnieszka,Agneszika,2,0
Agnieszka,Agnezka,2,0
Agnieszka,Agnieka,2,0
Agostino,Agostin,1,0
Agostino,Agostina,1,0
Agostino,Agostinho,1,0
Agostino,Agustino,1,0
Agostino,Augostino,1,0
Agostino,Agastina,2,0
Agostino,Agostinha,2,0
Agostino,Agostius,2,0
Agostino,Agosto,2,0
Agostino,Agoston,2,0
Ahmad,Ahmaud,1,0
Ahmad,Ahmed,1,1
Ahmad,Amad,1,0
Ahmad,Ahmet,2,0
Ahmad,Ahnada,2,0
Ahmad,Aimat,2,0
Ahmad,Amada,2,0
Ahmad,Amade,2,0
Ahmad,Amado,2,0
Ahmad,Amady,2,0
Ahmed,Ahmad,1,1
Ahmed,Ahmet,1,1
Ahmed,Amed,1,0
Ahmed,Ahmaud,2,0
Ahmed,Amad,2,0
Ahmed,Amd,2,0
Ahmed,Ameda,2,0
Ahmed,Amede,2,0
Ahmed,Amedi,2,0
Ahmed,Amedo,2,0
Ahmet,Ahmed,1,1
Ahmet,Amet,1,0
Ahmet,Ahmad,2,0
Ahmet,Aimat,2,0
Ahmet,Aimtt,2,0
Ahmet,Amed,2,0
Ahmet,Ameta,2,0
Ahmet,Amete,2,0
Ahmet,Ameth,2,0
Ahmet,Amiet,2,0
Aida,Aada,1,0
Aida,Ada,1,0
Aida,Adda,1,0
Aida,Aeda,1,0
Aida,Aeida,1,0
Aida,Ahda,1,0
Aida,Aid,1,0
Aida,Aidah,1,0
Aida,Aide,1,0
Aida,Aidea,1,0
Aidan,Adan,1,0
Aidan,Aedan,1,0
Aidan,Aiden,1,1
Aidan,Aidin,1,0
Aidan,Aidon,1,0
Aidan,Aidyn,1,0
Aidan,Aydan,1,1
Aidan,Adain,2,0
Aidan,Adam,2,0
Aidan,Adana,2,0
Aiden,Adden,1,0
Aiden,Aden,1,1
Aiden,Aidan,1,1
Aiden,Aideen,1,0
Aiden,Aidin,1,0
Aiden,Aidon,1,0
Aiden,Aidyn,1,0
Aiden,Auden,1,0
Aiden,Ayden,1,1
Aiden,Adan,2,0
Aikaterini,Akhtari,5,0
Aikaterini,Asterie,5,0
Aikaterini,Astrina,5,0
Aikaterini,Astriti,5,0
Aikaterini,Auktoria,5,0
Aikaterini,Austrin,5,0
Aikaterini,Azater,5,0
Aikaterini,Aaster,6,0
Aikaterini,Actoris,6,0
Aikaterini,Actrice,6,0
Aila,Ahila,1,0
Aila,Ail,1,0
